id_campaña_adquisicion,id_cliente,fecha,importe
GOOGLE_BRAND,C0595,2025-08-01,126.04
GOOGLE_BRAND,C0595,2025-09-01,120.81
GOOGLE_BRAND,C0595,2025-10-01,121.07
GOOGLE_BRAND,C0595,2025-11-01,123.11
GOOGLE_BRAND,C0595,2025-12-01,124.56
GOOGLE_BRAND,C0595,2026-01-01,124.87
GOOGLE_BRAND,C0595,2026-02-01,121.02
GOOGLE_BRAND,C0595,2026-03-01,126.35
GOOGLE_BRAND,C0595,2026-04-01,124.6
GOOGLE_BRAND,C0596,2025-03-01,115.53
GOOGLE_BRAND,C0596,2025-04-01,114.2
GOOGLE_BRAND,C0596,2025-05-01,115.61
GOOGLE_BRAND,C0596,2025-06-01,116.73
GOOGLE_BRAND,C0596,2025-07-01,120.22
GOOGLE_BRAND,C0597,2025-03-01,63.7
GOOGLE_BRAND,C0597,2025-04-01,66.48
GOOGLE_BRAND,C0597,2025-05-01,64.19
GOOGLE_BRAND,C0597,2025-06-01,64.81
GOOGLE_BRAND,C0597,2025-07-01,64.19
GOOGLE_BRAND,C0598,2025-03-01,86.68
GOOGLE_BRAND,C0598,2025-04-01,84.68
GOOGLE_BRAND,C0598,2025-05-01,84.42
GOOGLE_BRAND,C0598,2025-06-01,84.01
GOOGLE_BRAND,C0599,2025-03-01,132.46
GOOGLE_BRAND,C0599,2025-04-01,132.66
GOOGLE_BRAND,C0600,2025-03-01,124.49
GOOGLE_BRAND,C0600,2025-04-01,125.4
GOOGLE_BRAND,C0600,2025-05-01,127.22
GOOGLE_BRAND,C0600,2025-06-01,122.83
GOOGLE_BRAND,C0600,2025-07-01,123.71
GOOGLE_BRAND,C0600,2025-08-01,124.0
GOOGLE_BRAND,C0600,2025-09-01,120.55
GOOGLE_BRAND,C0600,2025-10-01,119.82
GOOGLE_BRAND,C0600,2025-11-01,120.27
GOOGLE_BRAND,C0600,2025-12-01,119.38
GOOGLE_BRAND,C0600,2026-01-01,127.42
GOOGLE_BRAND,C0600,2026-02-01,123.82
GOOGLE_BRAND,C0600,2026-03-01,127.18
GOOGLE_BRAND,C0600,2026-04-01,126.87
GOOGLE_BRAND,C0601,2025-04-01,128.3
GOOGLE_BRAND,C0601,2025-05-01,125.7
GOOGLE_BRAND,C0602,2025-04-01,125.25
GOOGLE_BRAND,C0602,2025-05-01,123.7
GOOGLE_BRAND,C0602,2025-06-01,122.17
GOOGLE_BRAND,C0602,2025-07-01,120.99
GOOGLE_BRAND,C0602,2025-08-01,123.16
GOOGLE_BRAND,C0602,2025-09-01,127.75
GOOGLE_BRAND,C0602,2025-10-01,128.53
GOOGLE_BRAND,C0602,2025-11-01,130.06
GOOGLE_BRAND,C0602,2025-12-01,131.8
GOOGLE_BRAND,C0602,2026-01-01,131.38
GOOGLE_BRAND,C0602,2026-02-01,131.1
GOOGLE_BRAND,C0602,2026-03-01,131.16
GOOGLE_BRAND,C0602,2026-04-01,130.28
GOOGLE_BRAND,C0603,2025-04-01,139.71
GOOGLE_BRAND,C0603,2025-05-01,139.26
GOOGLE_BRAND,C0603,2025-06-01,139.99
GOOGLE_BRAND,C0603,2025-07-01,141.89
GOOGLE_BRAND,C0603,2025-08-01,142.89
GOOGLE_BRAND,C0603,2025-09-01,141.05
GOOGLE_BRAND,C0603,2025-10-01,140.96
GOOGLE_BRAND,C0603,2025-11-01,148.86
GOOGLE_BRAND,C0603,2025-12-01,154.88
GOOGLE_BRAND,C0603,2026-01-01,148.52
GOOGLE_BRAND,C0603,2026-02-01,153.28
GOOGLE_BRAND,C0603,2026-03-01,155.83
GOOGLE_BRAND,C0603,2026-04-01,150.69
GOOGLE_BRAND,C0604,2025-04-01,105.06
GOOGLE_BRAND,C0604,2025-05-01,104.84
GOOGLE_BRAND,C0604,2025-06-01,103.19
GOOGLE_BRAND,C0604,2025-07-01,100.33
GOOGLE_BRAND,C0604,2025-08-01,102.44
GOOGLE_BRAND,C0604,2025-09-01,104.07
GOOGLE_BRAND,C0604,2025-10-01,102.26
GOOGLE_BRAND,C0604,2025-11-01,100.08
GOOGLE_BRAND,C0604,2025-12-01,114.83
GOOGLE_BRAND,C0604,2026-01-01,110.05
GOOGLE_BRAND,C0604,2026-02-01,109.29
GOOGLE_BRAND,C0604,2026-03-01,110.0
GOOGLE_BRAND,C0604,2026-04-01,113.31
GOOGLE_BRAND,C0605,2025-04-01,115.06
GOOGLE_BRAND,C0605,2025-05-01,115.32
GOOGLE_BRAND,C0605,2025-06-01,111.27
GOOGLE_BRAND,C0605,2025-07-01,114.49
GOOGLE_BRAND,C0605,2025-08-01,110.14
GOOGLE_BRAND,C0605,2025-09-01,110.03
GOOGLE_BRAND,C0605,2025-10-01,110.42
GOOGLE_BRAND,C0605,2025-11-01,113.85
GOOGLE_BRAND,C0606,2025-04-01,78.87
GOOGLE_BRAND,C0606,2025-05-01,83.64
GOOGLE_BRAND,C0606,2025-06-01,82.93
GOOGLE_BRAND,C0606,2025-07-01,78.97
GOOGLE_BRAND,C0606,2025-08-01,79.42
GOOGLE_BRAND,C0606,2025-09-01,83.73
GOOGLE_BRAND,C0606,2025-10-01,80.84
GOOGLE_BRAND,C0606,2025-11-01,80.7
GOOGLE_BRAND,C0606,2025-12-01,81.5
GOOGLE_BRAND,C0607,2025-04-01,77.45
GOOGLE_BRAND,C0607,2025-05-01,75.53
GOOGLE_BRAND,C0607,2025-06-01,76.22
GOOGLE_BRAND,C0607,2025-07-01,76.17
GOOGLE_BRAND,C0607,2025-08-01,72.91
GOOGLE_BRAND,C0607,2025-09-01,72.78
GOOGLE_BRAND,C0607,2025-10-01,73.53
GOOGLE_BRAND,C0607,2025-11-01,76.41
GOOGLE_BRAND,C0608,2025-04-01,64.44
GOOGLE_BRAND,C0608,2025-05-01,64.52
GOOGLE_BRAND,C0608,2025-06-01,64.68
GOOGLE_BRAND,C0608,2025-07-01,65.2
GOOGLE_BRAND,C0608,2025-08-01,66.31
GOOGLE_BRAND,C0608,2025-09-01,63.43
GOOGLE_BRAND,C0608,2025-10-01,67.64
GOOGLE_BRAND,C0608,2025-11-01,63.95
GOOGLE_BRAND,C0608,2025-12-01,65.97
GOOGLE_BRAND,C0609,2025-04-01,87.71
GOOGLE_BRAND,C0609,2025-05-01,88.22
GOOGLE_BRAND,C0609,2025-06-01,85.21
GOOGLE_BRAND,C0609,2025-07-01,83.67
GOOGLE_BRAND,C0609,2025-08-01,85.63
GOOGLE_BRAND,C0609,2025-09-01,82.72
GOOGLE_BRAND,C0609,2025-10-01,88.05
GOOGLE_BRAND,C0609,2025-11-01,85.1
GOOGLE_BRAND,C0609,2025-12-01,87.92
GOOGLE_BRAND,C0609,2026-01-01,85.53
GOOGLE_BRAND,C0609,2026-02-01,82.49
GOOGLE_BRAND,C0610,2025-04-01,147.34
GOOGLE_BRAND,C0610,2025-05-01,146.04
GOOGLE_BRAND,C0611,2025-04-01,65.7
GOOGLE_BRAND,C0611,2025-05-01,67.69
GOOGLE_BRAND,C0611,2025-06-01,69.87
GOOGLE_BRAND,C0611,2025-07-01,69.46
GOOGLE_BRAND,C0611,2025-08-01,69.27
GOOGLE_BRAND,C0611,2025-09-01,69.45
GOOGLE_BRAND,C0611,2025-10-01,66.42
GOOGLE_BRAND,C0611,2025-11-01,65.97
GOOGLE_BRAND,C0611,2025-12-01,69.08
GOOGLE_BRAND,C0611,2026-01-01,67.91
GOOGLE_BRAND,C0611,2026-02-01,68.99
GOOGLE_BRAND,C0611,2026-03-01,66.2
GOOGLE_BRAND,C0611,2026-04-01,70.2
GOOGLE_BRAND,C0612,2025-05-01,97.74
GOOGLE_BRAND,C0612,2025-06-01,101.74
GOOGLE_BRAND,C0612,2025-07-01,99.72
GOOGLE_BRAND,C0612,2025-08-01,100.0
GOOGLE_BRAND,C0612,2025-09-01,100.93
GOOGLE_BRAND,C0612,2025-10-01,102.93
GOOGLE_BRAND,C0612,2025-11-01,100.57
GOOGLE_BRAND,C0612,2025-12-01,101.47
GOOGLE_BRAND,C0612,2026-01-01,98.39
GOOGLE_BRAND,C0612,2026-02-01,101.59
GOOGLE_BRAND,C0612,2026-03-01,100.19
GOOGLE_BRAND,C0612,2026-04-01,98.14
GOOGLE_BRAND,C0613,2025-05-01,73.08
GOOGLE_BRAND,C0613,2025-06-01,77.12
GOOGLE_BRAND,C0613,2025-07-01,74.2
GOOGLE_BRAND,C0613,2025-08-01,76.91
GOOGLE_BRAND,C0613,2025-09-01,73.43
GOOGLE_BRAND,C0613,2025-10-01,75.13
GOOGLE_BRAND,C0613,2025-11-01,72.67
GOOGLE_BRAND,C0613,2025-12-01,72.77
GOOGLE_BRAND,C0613,2026-01-01,73.37
GOOGLE_BRAND,C0613,2026-02-01,74.31
GOOGLE_BRAND,C0613,2026-03-01,75.63
GOOGLE_BRAND,C0613,2026-04-01,74.51
GOOGLE_BRAND,C0614,2025-05-01,94.93
GOOGLE_BRAND,C0614,2025-06-01,93.67
GOOGLE_BRAND,C0614,2025-07-01,90.27
GOOGLE_BRAND,C0614,2025-08-01,94.09
GOOGLE_BRAND,C0614,2025-09-01,95.33
GOOGLE_BRAND,C0614,2025-10-01,90.72
GOOGLE_BRAND,C0614,2025-11-01,92.11
GOOGLE_BRAND,C0614,2025-12-01,92.54
GOOGLE_BRAND,C0614,2026-01-01,91.47
GOOGLE_BRAND,C0614,2026-02-01,92.04
GOOGLE_BRAND,C0614,2026-03-01,93.43
GOOGLE_BRAND,C0614,2026-04-01,90.85
GOOGLE_BRAND,C0615,2025-05-01,114.49
GOOGLE_BRAND,C0615,2025-06-01,111.32
GOOGLE_BRAND,C0615,2025-07-01,115.6
GOOGLE_BRAND,C0615,2025-08-01,112.97
GOOGLE_BRAND,C0615,2025-09-01,109.13
GOOGLE_BRAND,C0615,2025-10-01,109.12
GOOGLE_BRAND,C0615,2025-11-01,115.07
GOOGLE_BRAND,C0615,2025-12-01,115.07
GOOGLE_BRAND,C0615,2026-01-01,112.57
GOOGLE_BRAND,C0615,2026-02-01,110.47
GOOGLE_BRAND,C0615,2026-03-01,110.3
GOOGLE_BRAND,C0615,2026-04-01,112.3
GOOGLE_BRAND,C0616,2025-05-01,90.23
GOOGLE_BRAND,C0616,2025-06-01,92.84
GOOGLE_BRAND,C0616,2025-07-01,94.6
GOOGLE_BRAND,C0616,2025-08-01,95.96
GOOGLE_BRAND,C0617,2025-05-01,135.76
GOOGLE_BRAND,C0617,2025-06-01,137.9
GOOGLE_BRAND,C0617,2025-07-01,140.49
GOOGLE_BRAND,C0617,2025-08-01,132.64
GOOGLE_BRAND,C0617,2025-09-01,138.59
GOOGLE_BRAND,C0617,2025-10-01,134.57
GOOGLE_BRAND,C0617,2025-11-01,138.4
GOOGLE_BRAND,C0617,2025-12-01,135.07
GOOGLE_BRAND,C0617,2026-01-01,136.36
GOOGLE_BRAND,C0617,2026-02-01,138.19
GOOGLE_BRAND,C0618,2025-05-01,150.37
GOOGLE_BRAND,C0618,2025-06-01,150.94
GOOGLE_BRAND,C0618,2025-07-01,152.26
GOOGLE_BRAND,C0619,2025-05-01,50.03
GOOGLE_BRAND,C0619,2025-06-01,51.0
GOOGLE_BRAND,C0619,2025-07-01,48.65
GOOGLE_BRAND,C0619,2025-08-01,48.64
GOOGLE_BRAND,C0619,2025-09-01,49.81
GOOGLE_BRAND,C0619,2025-10-01,49.33
GOOGLE_BRAND,C0619,2025-11-01,49.48
GOOGLE_BRAND,C0619,2025-12-01,51.14
GOOGLE_BRAND,C0619,2026-01-01,49.88
GOOGLE_BRAND,C0619,2026-02-01,49.39
GOOGLE_BRAND,C0619,2026-03-01,50.94
GOOGLE_BRAND,C0619,2026-04-01,49.38
GOOGLE_BRAND,C0620,2025-05-01,93.43
GOOGLE_BRAND,C0620,2025-06-01,89.08
GOOGLE_BRAND,C0620,2025-07-01,92.19
GOOGLE_BRAND,C0620,2025-08-01,93.51
GOOGLE_BRAND,C0620,2025-09-01,92.24
GOOGLE_BRAND,C0620,2025-10-01,88.91
GOOGLE_BRAND,C0620,2025-11-01,88.43
GOOGLE_BRAND,C0620,2025-12-01,88.67
GOOGLE_BRAND,C0620,2026-01-01,96.46
GOOGLE_BRAND,C0620,2026-02-01,97.65
GOOGLE_BRAND,C0620,2026-03-01,99.51
GOOGLE_BRAND,C0620,2026-04-01,101.5
GOOGLE_BRAND,C0621,2025-05-01,109.86
GOOGLE_BRAND,C0621,2025-06-01,112.08
GOOGLE_BRAND,C0621,2025-07-01,110.95
GOOGLE_BRAND,C0621,2025-08-01,111.25
GOOGLE_BRAND,C0621,2025-09-01,111.89
GOOGLE_BRAND,C0622,2025-05-01,135.27
GOOGLE_BRAND,C0622,2025-06-01,140.25
GOOGLE_BRAND,C0622,2025-07-01,133.76
GOOGLE_BRAND,C0622,2025-08-01,134.71
GOOGLE_BRAND,C0622,2025-09-01,134.97
GOOGLE_BRAND,C0622,2025-10-01,133.61
GOOGLE_BRAND,C0622,2025-11-01,141.68
GOOGLE_BRAND,C0622,2025-12-01,133.18
GOOGLE_BRAND,C0622,2026-01-01,142.05
GOOGLE_BRAND,C0622,2026-02-01,139.5
GOOGLE_BRAND,C0622,2026-03-01,133.73
GOOGLE_BRAND,C0622,2026-04-01,134.74
GOOGLE_BRAND,C0623,2025-06-01,99.08
GOOGLE_BRAND,C0623,2025-07-01,99.29
GOOGLE_BRAND,C0623,2025-08-01,99.32
GOOGLE_BRAND,C0623,2025-09-01,94.68
GOOGLE_BRAND,C0623,2025-10-01,98.33
GOOGLE_BRAND,C0623,2025-11-01,99.25
GOOGLE_BRAND,C0623,2025-12-01,98.35
GOOGLE_BRAND,C0623,2026-01-01,96.37
GOOGLE_BRAND,C0623,2026-02-01,99.8
GOOGLE_BRAND,C0623,2026-03-01,94.58
GOOGLE_BRAND,C0623,2026-04-01,94.66
GOOGLE_BRAND,C0624,2025-06-01,105.0
GOOGLE_BRAND,C0624,2025-07-01,111.56
GOOGLE_BRAND,C0624,2025-08-01,109.8
GOOGLE_BRAND,C0624,2025-09-01,107.85
GOOGLE_BRAND,C0624,2025-10-01,111.34
GOOGLE_BRAND,C0625,2025-06-01,80.78
GOOGLE_BRAND,C0625,2025-07-01,79.14
GOOGLE_BRAND,C0625,2025-08-01,77.61
GOOGLE_BRAND,C0625,2025-09-01,87.39
GOOGLE_BRAND,C0625,2025-10-01,85.74
GOOGLE_BRAND,C0625,2025-11-01,86.96
GOOGLE_BRAND,C0625,2025-12-01,86.92
GOOGLE_BRAND,C0625,2026-01-01,90.01
GOOGLE_BRAND,C0625,2026-02-01,88.03
GOOGLE_BRAND,C0625,2026-03-01,88.13
GOOGLE_BRAND,C0625,2026-04-01,90.14
GOOGLE_BRAND,C0626,2025-06-01,67.97
GOOGLE_BRAND,C0626,2025-07-01,68.01
GOOGLE_BRAND,C0626,2025-08-01,70.25
GOOGLE_BRAND,C0626,2025-09-01,67.65
GOOGLE_BRAND,C0626,2025-10-01,68.93
GOOGLE_BRAND,C0626,2025-11-01,67.66
GOOGLE_BRAND,C0626,2025-12-01,69.1
GOOGLE_BRAND,C0627,2025-06-01,145.74
GOOGLE_BRAND,C0627,2025-07-01,149.99
GOOGLE_BRAND,C0628,2025-06-01,59.89
GOOGLE_BRAND,C0628,2025-07-01,60.5
GOOGLE_BRAND,C0628,2025-08-01,59.02
GOOGLE_BRAND,C0628,2025-09-01,60.81
GOOGLE_BRAND,C0628,2025-10-01,61.28
GOOGLE_BRAND,C0628,2025-11-01,59.84
GOOGLE_BRAND,C0628,2025-12-01,61.18
GOOGLE_BRAND,C0628,2026-01-01,60.92
GOOGLE_BRAND,C0628,2026-02-01,62.35
GOOGLE_BRAND,C0628,2026-03-01,59.98
GOOGLE_BRAND,C0628,2026-04-01,60.21
GOOGLE_BRAND,C0629,2025-06-01,173.03
GOOGLE_BRAND,C0629,2025-07-01,172.65
GOOGLE_BRAND,C0629,2025-08-01,167.22
GOOGLE_BRAND,C0629,2025-09-01,171.04
GOOGLE_BRAND,C0629,2025-10-01,167.34
GOOGLE_BRAND,C0629,2025-11-01,175.13
GOOGLE_BRAND,C0629,2025-12-01,168.9
GOOGLE_BRAND,C0629,2026-01-01,170.59
GOOGLE_BRAND,C0629,2026-02-01,165.6
GOOGLE_BRAND,C0629,2026-03-01,169.62
GOOGLE_BRAND,C0629,2026-04-01,189.22
GOOGLE_BRAND,C0630,2025-06-01,123.41
GOOGLE_BRAND,C0630,2025-07-01,127.85
GOOGLE_BRAND,C0630,2025-08-01,127.25
GOOGLE_BRAND,C0630,2025-09-01,123.99
GOOGLE_BRAND,C0630,2025-10-01,125.15
GOOGLE_BRAND,C0630,2025-11-01,130.05
GOOGLE_BRAND,C0630,2025-12-01,124.94
GOOGLE_BRAND,C0630,2026-01-01,129.79
GOOGLE_BRAND,C0630,2026-02-01,130.77
GOOGLE_BRAND,C0630,2026-03-01,123.2
GOOGLE_BRAND,C0630,2026-04-01,125.65
GOOGLE_BRAND,C0631,2025-06-01,123.59
GOOGLE_BRAND,C0631,2025-07-01,129.34
GOOGLE_BRAND,C0631,2025-08-01,126.92
GOOGLE_BRAND,C0631,2025-09-01,128.25
GOOGLE_BRAND,C0632,2025-06-01,120.29
GOOGLE_BRAND,C0632,2025-07-01,124.81
GOOGLE_BRAND,C0633,2025-06-01,99.19
GOOGLE_BRAND,C0633,2025-07-01,104.7
GOOGLE_BRAND,C0633,2025-08-01,104.91
GOOGLE_BRAND,C0633,2025-09-01,99.32
GOOGLE_BRAND,C0633,2025-10-01,101.82
GOOGLE_BRAND,C0633,2025-11-01,102.35
GOOGLE_BRAND,C0633,2025-12-01,101.04
GOOGLE_BRAND,C0633,2026-01-01,99.39
GOOGLE_BRAND,C0633,2026-02-01,104.85
GOOGLE_BRAND,C0633,2026-03-01,101.78
GOOGLE_BRAND,C0633,2026-04-01,99.65
GOOGLE_BRAND,C0634,2025-06-01,119.69
GOOGLE_BRAND,C0634,2025-07-01,119.9
GOOGLE_BRAND,C0634,2025-08-01,114.89
GOOGLE_BRAND,C0634,2025-09-01,117.87
GOOGLE_BRAND,C0634,2025-10-01,117.34
GOOGLE_BRAND,C0634,2025-11-01,117.35
GOOGLE_BRAND,C0634,2025-12-01,116.57
GOOGLE_BRAND,C0634,2026-01-01,135.93
GOOGLE_BRAND,C0634,2026-02-01,129.05
GOOGLE_BRAND,C0634,2026-03-01,135.29
GOOGLE_BRAND,C0634,2026-04-01,130.66
GOOGLE_BRAND,C0635,2025-07-01,106.7
GOOGLE_BRAND,C0635,2025-08-01,105.62
GOOGLE_BRAND,C0635,2025-09-01,103.57
GOOGLE_BRAND,C0635,2025-10-01,104.63
GOOGLE_BRAND,C0635,2025-11-01,104.01
GOOGLE_BRAND,C0635,2025-12-01,102.34
GOOGLE_BRAND,C0635,2026-01-01,101.23
GOOGLE_BRAND,C0635,2026-02-01,106.2
GOOGLE_BRAND,C0635,2026-03-01,103.62
GOOGLE_BRAND,C0635,2026-04-01,103.23
GOOGLE_BRAND,C0636,2025-07-01,126.56
GOOGLE_BRAND,C0636,2025-08-01,121.82
GOOGLE_BRAND,C0636,2025-09-01,122.6
GOOGLE_BRAND,C0636,2025-10-01,121.84
GOOGLE_BRAND,C0636,2025-11-01,121.26
GOOGLE_BRAND,C0636,2025-12-01,126.02
GOOGLE_BRAND,C0636,2026-01-01,125.94
GOOGLE_BRAND,C0636,2026-02-01,124.73
GOOGLE_BRAND,C0636,2026-03-01,120.94
GOOGLE_BRAND,C0636,2026-04-01,119.02
GOOGLE_BRAND,C0637,2025-07-01,104.14
GOOGLE_BRAND,C0637,2025-08-01,107.07
GOOGLE_BRAND,C0637,2025-09-01,105.42
GOOGLE_BRAND,C0637,2025-10-01,108.42
GOOGLE_BRAND,C0637,2025-11-01,107.76
GOOGLE_BRAND,C0637,2025-12-01,110.0
GOOGLE_BRAND,C0637,2026-01-01,105.22
GOOGLE_BRAND,C0637,2026-02-01,106.05
GOOGLE_BRAND,C0637,2026-03-01,109.04
GOOGLE_BRAND,C0637,2026-04-01,109.1
GOOGLE_BRAND,C0638,2025-07-01,82.03
GOOGLE_BRAND,C0638,2025-08-01,85.53
GOOGLE_BRAND,C0638,2025-09-01,83.78
GOOGLE_BRAND,C0638,2025-10-01,84.79
GOOGLE_BRAND,C0638,2025-11-01,83.02
GOOGLE_BRAND,C0638,2025-12-01,85.12
GOOGLE_BRAND,C0638,2026-01-01,83.11
GOOGLE_BRAND,C0638,2026-02-01,82.1
GOOGLE_BRAND,C0638,2026-03-01,84.32
GOOGLE_BRAND,C0638,2026-04-01,85.42
GOOGLE_BRAND,C0639,2025-07-01,83.12
GOOGLE_BRAND,C0639,2025-08-01,82.98
GOOGLE_BRAND,C0640,2025-07-01,80.21
GOOGLE_BRAND,C0640,2025-08-01,81.25
GOOGLE_BRAND,C0641,2025-07-01,137.7
GOOGLE_BRAND,C0641,2025-08-01,132.42
GOOGLE_BRAND,C0641,2025-09-01,134.79
GOOGLE_BRAND,C0641,2025-10-01,131.93
GOOGLE_BRAND,C0641,2025-11-01,136.11
GOOGLE_BRAND,C0641,2025-12-01,135.02
GOOGLE_BRAND,C0641,2026-01-01,134.98
GOOGLE_BRAND,C0641,2026-02-01,130.84
GOOGLE_BRAND,C0641,2026-03-01,136.48
GOOGLE_BRAND,C0641,2026-04-01,134.57
GOOGLE_BRAND,C0642,2025-07-01,92.52
GOOGLE_BRAND,C0642,2025-08-01,90.34
GOOGLE_BRAND,C0642,2025-09-01,92.17
GOOGLE_BRAND,C0642,2025-10-01,93.45
GOOGLE_BRAND,C0642,2025-11-01,90.07
GOOGLE_BRAND,C0642,2025-12-01,93.1
GOOGLE_BRAND,C0642,2026-01-01,92.16
GOOGLE_BRAND,C0642,2026-02-01,92.59
GOOGLE_BRAND,C0642,2026-03-01,91.3
GOOGLE_BRAND,C0642,2026-04-01,95.15
GOOGLE_BRAND,C0643,2025-07-01,57.19
GOOGLE_BRAND,C0643,2025-08-01,56.96
GOOGLE_BRAND,C0643,2025-09-01,56.66
GOOGLE_BRAND,C0643,2025-10-01,58.31
GOOGLE_BRAND,C0643,2025-11-01,58.9
GOOGLE_BRAND,C0643,2025-12-01,59.94
GOOGLE_BRAND,C0643,2026-01-01,57.91
GOOGLE_BRAND,C0644,2025-07-01,121.57
GOOGLE_BRAND,C0644,2025-08-01,122.36
GOOGLE_BRAND,C0644,2025-09-01,119.99
GOOGLE_BRAND,C0644,2025-10-01,118.64
GOOGLE_BRAND,C0645,2025-07-01,146.21
GOOGLE_BRAND,C0645,2025-08-01,147.32
GOOGLE_BRAND,C0645,2025-09-01,146.81
GOOGLE_BRAND,C0645,2025-10-01,150.64
GOOGLE_BRAND,C0645,2025-11-01,150.4
GOOGLE_BRAND,C0645,2025-12-01,162.11
GOOGLE_BRAND,C0645,2026-01-01,167.0
GOOGLE_BRAND,C0645,2026-02-01,167.47
GOOGLE_BRAND,C0645,2026-03-01,168.28
GOOGLE_BRAND,C0645,2026-04-01,163.9
GOOGLE_BRAND,C0646,2025-08-01,125.34
GOOGLE_BRAND,C0646,2025-09-01,124.79
GOOGLE_BRAND,C0646,2025-10-01,131.41
GOOGLE_BRAND,C0646,2025-11-01,124.64
GOOGLE_BRAND,C0646,2025-12-01,126.94
GOOGLE_BRAND,C0646,2026-01-01,124.88
GOOGLE_BRAND,C0646,2026-02-01,131.31
GOOGLE_BRAND,C0646,2026-03-01,127.86
GOOGLE_BRAND,C0646,2026-04-01,130.45
GOOGLE_BRAND,C0647,2025-08-01,93.22
GOOGLE_BRAND,C0647,2025-09-01,93.54
GOOGLE_BRAND,C0647,2025-10-01,93.06
GOOGLE_BRAND,C0647,2025-11-01,94.98
GOOGLE_BRAND,C0647,2025-12-01,95.72
GOOGLE_BRAND,C0647,2026-01-01,93.75
GOOGLE_BRAND,C0647,2026-02-01,91.09
GOOGLE_BRAND,C0647,2026-03-01,91.78
GOOGLE_BRAND,C0647,2026-04-01,91.42
GOOGLE_BRAND,C0648,2025-08-01,64.94
GOOGLE_BRAND,C0648,2025-09-01,65.86
GOOGLE_BRAND,C0648,2025-10-01,68.74
GOOGLE_BRAND,C0648,2025-11-01,68.32
GOOGLE_BRAND,C0648,2025-12-01,73.66
GOOGLE_BRAND,C0648,2026-01-01,73.45
GOOGLE_BRAND,C0648,2026-02-01,74.27
GOOGLE_BRAND,C0649,2025-08-01,102.14
GOOGLE_BRAND,C0649,2025-09-01,108.31
GOOGLE_BRAND,C0649,2025-10-01,105.29
GOOGLE_BRAND,C0649,2025-11-01,104.37
GOOGLE_BRAND,C0649,2025-12-01,108.42
GOOGLE_BRAND,C0650,2025-08-01,105.61
GOOGLE_BRAND,C0650,2025-09-01,107.87
GOOGLE_BRAND,C0651,2025-08-01,81.14
GOOGLE_BRAND,C0651,2025-09-01,85.73
GOOGLE_BRAND,C0651,2025-10-01,83.99
GOOGLE_BRAND,C0651,2025-11-01,83.38
GOOGLE_BRAND,C0651,2025-12-01,84.92
GOOGLE_BRAND,C0651,2026-01-01,83.65
GOOGLE_BRAND,C0652,2025-08-01,122.9
GOOGLE_BRAND,C0652,2025-09-01,126.51
GOOGLE_BRAND,C0652,2025-10-01,124.58
GOOGLE_BRAND,C0653,2025-08-01,153.23
GOOGLE_BRAND,C0653,2025-09-01,154.37
GOOGLE_BRAND,C0653,2025-10-01,154.28
GOOGLE_BRAND,C0653,2025-11-01,152.55
GOOGLE_BRAND,C0653,2025-12-01,159.71
GOOGLE_BRAND,C0653,2026-01-01,152.81
GOOGLE_BRAND,C0653,2026-02-01,161.03
GOOGLE_BRAND,C0654,2025-08-01,118.07
GOOGLE_BRAND,C0654,2025-09-01,118.21
GOOGLE_BRAND,C0654,2025-10-01,117.05
GOOGLE_BRAND,C0654,2025-11-01,116.46
GOOGLE_BRAND,C0655,2025-08-01,111.2
GOOGLE_BRAND,C0655,2025-09-01,112.91
GOOGLE_BRAND,C0655,2025-10-01,113.11
GOOGLE_BRAND,C0655,2025-11-01,116.36
GOOGLE_BRAND,C0655,2025-12-01,111.98
GOOGLE_BRAND,C0655,2026-01-01,115.32
GOOGLE_BRAND,C0655,2026-02-01,113.56
GOOGLE_BRAND,C0655,2026-03-01,116.28
GOOGLE_BRAND,C0655,2026-04-01,115.66
GOOGLE_BRAND,C0656,2025-08-01,81.87
GOOGLE_BRAND,C0656,2025-09-01,82.1
GOOGLE_BRAND,C0657,2025-08-01,142.65
GOOGLE_BRAND,C0657,2025-09-01,148.79
GOOGLE_BRAND,C0657,2025-10-01,147.32
GOOGLE_BRAND,C0657,2025-11-01,140.08
GOOGLE_BRAND,C0657,2025-12-01,140.57
GOOGLE_BRAND,C0657,2026-01-01,148.48
GOOGLE_BRAND,C0657,2026-02-01,141.61
GOOGLE_BRAND,C0657,2026-03-01,148.49
GOOGLE_BRAND,C0657,2026-04-01,144.88
GOOGLE_BRAND,C0658,2025-08-01,107.57
GOOGLE_BRAND,C0658,2025-09-01,106.9
GOOGLE_BRAND,C0658,2025-10-01,108.32
GOOGLE_BRAND,C0658,2025-11-01,110.16
GOOGLE_BRAND,C0658,2025-12-01,104.38
GOOGLE_BRAND,C0658,2026-01-01,106.55
GOOGLE_BRAND,C0658,2026-02-01,105.01
GOOGLE_BRAND,C0658,2026-03-01,107.66
GOOGLE_BRAND,C0658,2026-04-01,103.67
GOOGLE_BRAND,C0659,2025-09-01,92.15
GOOGLE_BRAND,C0659,2025-10-01,92.64
GOOGLE_BRAND,C0660,2025-09-01,106.46
GOOGLE_BRAND,C0660,2025-10-01,111.38
GOOGLE_BRAND,C0660,2025-11-01,112.35
GOOGLE_BRAND,C0661,2025-09-01,119.49
GOOGLE_BRAND,C0661,2025-10-01,123.42
GOOGLE_BRAND,C0661,2025-11-01,119.7
